"FindingId","Category","Severity","RiskScore","Confidence","ObjectType","ObjectId","DisplayName","UserPrincipalName","Evidence","EvidenceSource","GraphEndpoint","RecommendedAction","RemediationMode","ConsultantNote","ProtectedObject","DetectedUtc"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","73008c9e-93c1-434d-b251-0a8878a3ecda","M365 MCP Server for Claude","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'M365 MCP Server for Claude'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T07:54:25.9662541Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","7fd872db-261d-4a7a-af35-7955f27dff67","M365 MCP Client for Claude","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'M365 MCP Client for Claude'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T07:54:25.7891603Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","554ed272-410a-4df0-9e83-f7a540320c20","ca-policy-analyzer","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'ca-policy-analyzer'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T07:54:25.6127357Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","9e8ef0cf-3d23-4faa-8369-7e96e3e3b00d","Toreon Security Office","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'Toreon Security Office'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T07:54:25.4408438Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","d80e50d6-8905-4060-8161-ee8d030c3986","PowerShelltoTeamsGraphAPI","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'PowerShelltoTeamsGraphAPI'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T07:54:25.0942550Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","2b709af0-2fd3-4dc3-b17b-b72eb1a16216","AdminDroid Office 365 Reporter","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'AdminDroid Office 365 Reporter'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T07:54:24.9195896Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","36b88399-ab7b-46f1-98db-2d3d20479bab","Microsoft Graph PowerShell","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'Microsoft Graph PowerShell'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T07:54:24.7417075Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","603e5528-c04b-4b1f-a3e9-157b600878fe","AdminDroid Office 365 Reporter - Mail App","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'AdminDroid Office 365 Reporter - Mail App'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T07:54:24.5720494Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","14887b11-9a57-4cc5-8f86-7093e9ef9d73","AdminDroid Office 365 Reporter - Sign In","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'AdminDroid Office 365 Reporter - Sign In'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T07:54:24.3758369Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","389425f6-920b-43c9-8213-370260d3e661","M365Permissions PowerShell Module","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'M365Permissions PowerShell Module'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T07:54:26.3130813Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","1d526b94-2748-4961-a166-6081687d9978","Access Package Builder","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'Access Package Builder'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T07:54:25.2576064Z"
"DEC-GOV-001","Governance","Informational","18","Low","TenantScope","tenant-scope","Access Review API Coverage","","Access review API cmdlets unavailable — review governance coverage could not be assessed. AccessReview.Read.All permission may be missing.","identityGovernance/accessReviews/definitions","/v1.0/identityGovernance/accessReviews/definitions","Grant AccessReview.Read.All permission and re-run assessment to enable access review governance coverage.","InformationOnly","Coverage gap — access review API not available in this environment","False","2026-06-01T07:55:11.7022319Z"
"DEC-GOV-002","Governance","Informational","16","Low","TenantScope","tenant-scope","Access Review Cmdlet Coverage","","Access review data collection failed — review governance coverage could not be assessed.","identityGovernance/accessReviews/definitions","/v1.0/identityGovernance/accessReviews/definitions","Verify AccessReview.Read.All permission and re-run assessment.","InformationOnly","Access review collection error","False","2026-06-01T07:55:11.7013428Z"
