"FindingId","Category","Severity","RiskScore","Confidence","ObjectType","ObjectId","DisplayName","UserPrincipalName","Evidence","EvidenceSource","GraphEndpoint","RecommendedAction","RemediationMode","ConsultantNote","ProtectedObject","DetectedUtc"
"DEC-CA-002","Conditional Access","High","62","Medium","Group","171b0f85-04f6-4946-97f3-5a7e6bc1987f","Exclude from CA","","CA exclusion group 'Exclude from CA' has 3 members in policy 'CA001: Require multifactor authentication for admins' — access review status unknown","identity/conditionalAccess/policies","/v1.0/groups/{id}/members","Create access review for 'Exclude from CA'; validate all 3 members still require CA exclusion","ManualApprovalRequired","CA exclusion group members require periodic attestation","False","2026-06-01T01:39:02.4481496Z"
"DEC-CA-002","Conditional Access","High","62","Medium","Group","171b0f85-04f6-4946-97f3-5a7e6bc1987f","Exclude from CA","","CA exclusion group 'Exclude from CA' has 3 members in policy 'CA006: Require multifactor authentication for Azure management' — access review status unknown","identity/conditionalAccess/policies","/v1.0/groups/{id}/members","Create access review for 'Exclude from CA'; validate all 3 members still require CA exclusion","ManualApprovalRequired","CA exclusion group members require periodic attestation","False","2026-06-01T01:39:02.1005643Z"
"DEC-APP-001","Application","Medium","51","High","Application","080bfa27-01f4-454d-95ba-27ac87f1de13","aljee demo","","Application has no owner assigned","applications/{id}/owners","/v1.0/applications/{id}/owners","Assign accountable owner to application 'aljee demo'","ManualApprovalRequired","Ownerless applications are a governance gap","False","2026-06-01T01:38:33.9880019Z"
"DEC-APP-001","Application","Medium","51","High","Application","487758b7-5368-49fc-9017-5180e5d367cc","P2P Server","","Application has no owner assigned","applications/{id}/owners","/v1.0/applications/{id}/owners","Assign accountable owner to application 'P2P Server'","ManualApprovalRequired","Ownerless applications are a governance gap","False","2026-06-01T01:38:34.2103775Z"
"DEC-APP-001","Application","Medium","51","High","Application","4ef04285-d543-4b22-a5b8-bbf523fea3b2","AdminDroid Service Application","","Application has no owner assigned","applications/{id}/owners","/v1.0/applications/{id}/owners","Assign accountable owner to application 'AdminDroid Service Application'","ManualApprovalRequired","Ownerless applications are a governance gap","False","2026-06-01T01:38:34.4067098Z"
"DEC-APP-001","Application","Medium","51","High","Application","54fc8727-a0f1-4556-aee8-89756e257034","m365-security-assessment-tool-dev","","Application has no owner assigned","applications/{id}/owners","/v1.0/applications/{id}/owners","Assign accountable owner to application 'm365-security-assessment-tool-dev'","ManualApprovalRequired","Ownerless applications are a governance gap","False","2026-06-01T01:38:34.5857203Z"
"DEC-APP-001","Application","Medium","51","High","Application","621d0145-5e48-4839-a4e9-d823e2ce061b","AJ-LAB-M365CopilotReadiness-ReadOnly","","Application has no owner assigned","applications/{id}/owners","/v1.0/applications/{id}/owners","Assign accountable owner to application 'AJ-LAB-M365CopilotReadiness-ReadOnly'","ManualApprovalRequired","Ownerless applications are a governance gap","False","2026-06-01T01:38:35.0102608Z"
"DEC-APP-001","Application","Medium","51","High","Application","e19274e4-dc95-4404-a1a7-c11dbb082991","Milestone_Plan","","Application has no owner assigned","applications/{id}/owners","/v1.0/applications/{id}/owners","Assign accountable owner to application 'Milestone_Plan'","ManualApprovalRequired","Ownerless applications are a governance gap","False","2026-06-01T01:38:35.7779879Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","2d035456-ebd9-414e-84e4-8e371c652725","aljee demo","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'aljee demo'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T01:38:41.1837566Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","2bc1fe26-1cb6-4246-b342-69e9b8d38709","FTOP-Multi [wsfed enabled]","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'FTOP-Multi [wsfed enabled]'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T01:38:40.1025252Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","808fec88-d622-4469-bebe-5ea3e988d863","Email","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'Email'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T01:38:40.2735512Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","7f77aae1-4ea2-411b-bc6b-f8f30480722b","mmrpreview","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'mmrpreview'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T01:38:40.4651005Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","68673573-edcd-4e59-b2bd-93ed09918983","iOS Accounts","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'iOS Accounts'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T01:38:40.6376263Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","0727e7f3-236a-43d3-a24b-b217f9ec9ece","Modern Workplace Tools","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'Modern Workplace Tools'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T01:38:40.8132201Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","cdf2c17c-e7e3-4b37-986c-fd76de8a557d","Flipgrid","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'Flipgrid'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T01:38:40.9912733Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","31f59699-c66b-473d-a015-f90a2f485992","Microsoft Tech Community","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'Microsoft Tech Community'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T01:38:43.5167998Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","ee0bb13d-0fd6-4859-9190-ac3275b83042","LCTools","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'LCTools'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T01:38:43.1664739Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","73008c9e-93c1-434d-b251-0a8878a3ecda","M365 MCP Server for Claude","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'M365 MCP Server for Claude'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T01:38:42.9907896Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","7fd872db-261d-4a7a-af35-7955f27dff67","M365 MCP Client for Claude","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'M365 MCP Client for Claude'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T01:38:42.7972755Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","554ed272-410a-4df0-9e83-f7a540320c20","ca-policy-analyzer","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'ca-policy-analyzer'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T01:38:42.6151086Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","9e8ef0cf-3d23-4faa-8369-7e96e3e3b00d","Toreon Security Office","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'Toreon Security Office'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T01:38:42.4345989Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","d80e50d6-8905-4060-8161-ee8d030c3986","PowerShelltoTeamsGraphAPI","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'PowerShelltoTeamsGraphAPI'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T01:38:42.0845455Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","2b709af0-2fd3-4dc3-b17b-b72eb1a16216","AdminDroid Office 365 Reporter","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'AdminDroid Office 365 Reporter'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T01:38:41.9171693Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","36b88399-ab7b-46f1-98db-2d3d20479bab","Microsoft Graph PowerShell","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'Microsoft Graph PowerShell'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T01:38:41.7204247Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","603e5528-c04b-4b1f-a3e9-157b600878fe","AdminDroid Office 365 Reporter - Mail App","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'AdminDroid Office 365 Reporter - Mail App'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T01:38:41.5411755Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","14887b11-9a57-4cc5-8f86-7093e9ef9d73","AdminDroid Office 365 Reporter - Sign In","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'AdminDroid Office 365 Reporter - Sign In'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T01:38:41.3685914Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","389425f6-920b-43c9-8213-370260d3e661","M365Permissions PowerShell Module","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'M365Permissions PowerShell Module'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T01:38:43.3395781Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","1d526b94-2748-4961-a166-6081687d9978","Access Package Builder","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'Access Package Builder'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T01:38:42.2637216Z"
"DEC-GOV-001","Governance","Informational","18","Low","TenantScope","tenant-scope","Access Review API Coverage","","Access review API cmdlets unavailable — review governance coverage could not be assessed. AccessReview.Read.All permission may be missing.","identityGovernance/accessReviews/definitions","/v1.0/identityGovernance/accessReviews/definitions","Grant AccessReview.Read.All permission and re-run assessment to enable access review governance coverage.","InformationOnly","Coverage gap — access review API not available in this environment","False","2026-06-01T01:39:34.4775546Z"
"DEC-GOV-002","Governance","Informational","16","Low","TenantScope","tenant-scope","Access Review Cmdlet Coverage","","Access review data collection failed — review governance coverage could not be assessed.","identityGovernance/accessReviews/definitions","/v1.0/identityGovernance/accessReviews/definitions","Verify AccessReview.Read.All permission and re-run assessment.","InformationOnly","Access review collection error","False","2026-06-01T01:39:34.4732440Z"
